clues,clues_nombre,jurisdiccion,caravana_region,municipio,localidad,tipologia,empresa_clave,tipo_clues,empresa_nombre,director_unidad,administrador,encargado_almacen,coordinador_comision_abasto,lugar_entrega,lista_base_id,created_at,updated_at
CSSSA003796,MIGUEL ALEMÁN,10,NULL,MOTOZINTLA,MIGUEL ALEMÁN,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA003801,RINCÓN BUENAVISTA,10,NULL,MOTOZINTLA,RINCÓN BUENAVISTA,"CASA DE SALUD
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA003813,LLANO GRANDE,10,NULL,MOTOZINTLA,LLANO GRANDE,"CASA DE SALUD
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA003825,LA VERBENA,10,NULL,MOTOZINTLA,LA VERBENA,"CASA DE SALUD
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA003830,EL HORIZONTE,10,NULL,MOTOZINTLA,NUEVO HORIZONTE,"CASA DE SALUD
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA003842,OCOSINGO,9,NULL,OCOSINGO,OCOSINGO,"URBANO DE 08 NÚCLEOS BÁSICOS
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA003854,PERLA DE ACAPULCO,9,NULL,OCOSINGO,PERLA DE ACAPULCO,"CASA DE SALUD
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA003895,DOLORES LAS PALMAS,9,NULL,OCOSINGO,DOLORES,"CASA DE SALUD
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA003900,LA FRONTERA,9,NULL,OCOSINGO,LA FRONTERA UNO,"CASA DE SALUD
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA003912,NAZARETH,9,NULL,OCOSINGO,NAZARETH,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA003941,SAN MARCOS,9,NULL,OCOSINGO,SAN MARCOS,"CASA DE SALUD
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA003953,SAN ANTONIO LAS DELICIAS PAMALA,9,NULL,OCOSINGO,SAN ANTONIO LAS DELICIAS (PAMALA),"CASA DE SALUD
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA003965,LA UNIÓN,9,NULL,OCOSINGO,LA UNIÓN,"CASA DE SALUD
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA003970,YAXOQUIMTELA,9,NULL,OCOSINGO,YAXOQUINTELÁ,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA003982,EL ZAPOTAL UNO,9,NULL,OCOSINGO,EL ZAPOTAL,"CASA DE SALUD
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA004006,CONGREGACION VIRGINIA,9,NULL,OCOSINGO,LA VIRGINIA,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA004011,SANTA ELENA,9,NULL,OCOSINGO,LAGUNA SANTA ELENA,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA004023,OJO DE AGUA,9,NULL,OCOSINGO,OJO DE AGUA,"CASA DE SALUD
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA004035,NUEVA PALESTINA,6,NULL,OCOSINGO,NUEVA PALESTINA,"CENTRO DE SALUD CON HOSPITALIZACIÓN
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA004040,FRONTERA COROZAL,6,NULL,OCOSINGO,FRONTERA COROZAL,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA004052,MIGUEL HIDALGO,9,NULL,OCOSINGO,MIGUEL HIDALGO,"CASA DE SALUD
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA004064,RAMÓN F. BALBOA,9,NULL,OCOSINGO,RAMÓN F. BALBOA,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA004076,SANTO DOMINGO,6,NULL,OCOSINGO,SANTO DOMINGO,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA004105,NUEVA MORELIA,9,NULL,OCOSINGO,NUEVA MORELIA,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA004122,SAN JUAN RÓMULO CALZADA,9,NULL,OCOSINGO,SAN JUAN RÓMULO CALZADA,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA004146,LA TRINIDAD,9,NULL,OCOSINGO,LA TRINIDAD,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA004163,CHAVARICO LAS PALMAS,9,NULL,OCOSINGO,CHAVARICO LAS PALMAS,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA004175,PUEBLO NUEVO UNO,9,NULL,OCOSINGO,PUEBLO NUEVO,"CASA DE SALUD
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA004180,MACEDONIA,9,NULL,OCOSINGO,MACEDONIA,"UNIDAD MÓVIL
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA004204,BALAXTE,9,NULL,OCOSINGO,BALAXTE,"CASA DE SALUD
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA004216,LA SOLEDAD,9,NULL,OCOSINGO,LA SOLEDAD,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA004233,YAXALA,9,NULL,OCOSINGO,YAXALÁ,"UNIDAD MÓVIL
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA004245,EL PROGRESO,9,NULL,OCOSINGO,EL PROGRESO,"CASA DE SALUD
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA004250,PATIHUITZ,9,NULL,OCOSINGO,PATIHUITZ,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA004262,NUEVO DURANGO,9,NULL,OCOSINGO,NUEVO DURANGO,"CASA DE SALUD
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA004291,OCOZOCOAUTLA,1,NULL,OCOZOCOAUTLA DE ESPINOSA,OCOZOCOAUTLA DE ESPINOSA,"URBANO DE 02 NÚCLEOS BÁSICOS
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA004303,EJIDO GRAL. FRANCISCO VILLA,1,NULL,OCOZOCOAUTLA DE ESPINOSA,GENERAL FRANCISCO VILLA,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA004320,HERMENEGILDO GALEANA,1,NULL,OCOZOCOAUTLA DE ESPINOSA,HERMENEGILDO GALEANA,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA004332,JOSÉ CASTILLO TIELMAN,1,NULL,OCOZOCOAUTLA DE ESPINOSA,JOSÉ CASTILLO TIELMANS,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA004344,RAYMUNDO ENRÍQUEZ (VISTA HERMOSA),1,NULL,OCOZOCOAUTLA DE ESPINOSA,VILLAHERMOSA (REYMUNDO ENRÍQUEZ),"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA004356,ARMANDO ZEBADÚA,1,NULL,OCOZOCOAUTLA DE ESPINOSA,ARMANDO ZEBADÚA,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA004361,ALFREDO V. BONFIL,1,NULL,OCOZOCOAUTLA DE ESPINOSA,ALFREDO V. BONFIL,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA004373,LÁZARO CÁRDENAS,1,NULL,OCOZOCOAUTLA DE ESPINOSA,LÁZARO CÁRDENAS,"UNIDAD MÓVIL
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA004385,LA INDEPENDENCIA (LAS PILAS),1,NULL,OCOZOCOAUTLA DE ESPINOSA,LA INDEPENDENCIA (LAS PILAS),"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA004390,NUEVO EMBARCADERO APIC - PAC,1,NULL,OCOZOCOAUTLA DE ESPINOSA,NUEVO EMBARCADERO APIC PAC (SANTA LAURA),"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA004402,EMBARCADERO APIC - PAC,1,NULL,OCOZOCOAUTLA DE ESPINOSA,EL EMBARCADERO APIC PAC,"UNIDAD MÓVIL
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA004426,CATEDRAL DE CHIAPAS,5,NULL,OSTUACÁN,CATEDRAL DE CHIAPAS,"CASA DE SALUD
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA004431,SALOMÓN GONZÁLEZ BLANCO,5,NULL,OSTUACÁN,SALOMÓN GONZÁLEZ BLANCO,"CASA DE SALUD
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA004443,PLAN DE AYALA,5,NULL,OSTUACÁN,PLAN DE AYALA,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA004455,JUAN DEL GRIJALVA,5,NULL,OSTUACÁN,JUAN DEL GRIJALVA,"UNIDAD MÓVIL
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA004460,PEÑA 2A. SECCIÓN,5,NULL,OSTUACÁN,LA PEÑA 2DA. SECCIÓN,"CASA DE SALUD
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA004472,LAGUNA LA CAMPANA,5,NULL,OSTUACÁN,LAGUNA LA CAMPANA,"CASA DE SALUD
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA004484,TRIUNFO AGRARISTA,1,NULL,OSUMACINTA,TRIUNFO AGRARISTA,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA004496,OXCHUC,2,NULL,OXCHUC,OXCHUC,"CENTRO DE SALUD CON HOSPITALIZACIÓN
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA004530,MESBILJA,2,NULL,OXCHUC,MESBILJA,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA004542,EL NIZ,2,NULL,OXCHUC,EL NIZ,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA004566,TZONTEALJA,2,NULL,OXCHUC,TZONTEALJA,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA004583,GUADALUPE BACJA,2,NULL,OXCHUC,GUADALUPE XOIXMAL,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA004600,PALENQUE,6,NULL,PALENQUE,PALENQUE,"URBANO DE 09 NÚCLEOS BÁSICOS
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA004612,CHACAMAX,6,NULL,PALENQUE,CHACAMAX,"CASA DE SALUD
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA004624,NUEVO EDÉN,6,NULL,PALENQUE,EL EDÉN,"UNIDAD MÓVIL
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA004641,LÁZARO CÁRDENAS,6,NULL,PALENQUE,LÁZARO CÁRDENAS,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA004665,EL NARANJO,6,NULL,PALENQUE,EL NARANJO,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA004670,NUEVA ESPERANZA 1A SECCIÓN,6,NULL,PALENQUE,NUEVA ESPERANZA 1RA. SECCIÓN,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA004694,RÍO CHANCALÁ,6,NULL,PALENQUE,RÍO CHANCALÁ,"RURAL DE 02 NÚCLEOS BÁSICOS
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA004706,SAN MATEO (ANTES SAN FELIPE),6,NULL,PALENQUE,NO ESPECIFICADO,"CASA DE SALUD
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA004723,SAN MARTÍN CHAMIZAL,6,NULL,PALENQUE,SAN MARTÍN CHAMIZAL,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA004735,SAN MATEO,6,NULL,PALENQUE,SAN MATEO,"CASA DE SALUD
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA004740,TOMÁS GARRIDO CANABAL,6,NULL,PALENQUE,TOMÁS GARRIDO CANABAL,"CASA DE SALUD
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA004752,LA UNIÓN,6,NULL,PALENQUE,NO ESPECIFICADO,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA004764,ROBERTO BARRIOS,6,NULL,PALENQUE,PROFESOR ROBERTO BARRIOS,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA004776,MIGUEL HIDALGO,6,NULL,PALENQUE,MIGUEL HIDALGO (ESTACIÓN LACANDÓN),"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA004793,SATURNINO RÍOS,6,NULL,PALENQUE,SATURNINO RÍOS,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA004810,CHOCOLJAITO,6,NULL,PALENQUE,CHOCOLJAÍTO,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA004822,EBEN EZER,6,NULL,PALENQUE,EBEN EZER,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA004834,NUEVA ESPERANZA PROGRESISTA,6,NULL,PALENQUE,NUEVA ESPERANZA PROGRESISTA,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA004846,PANTELHÓ,2,NULL,PANTELHÓ,PANTELHÓ,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA004904,EL CAMPO,2,NULL,PANTELHÓ,EL CAMPO,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA004916,CARRIZAL,5,NULL,PANTEPEC,EL CARRIZAL,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA004950,PICHUCALCO,5,NULL,PICHUCALCO,PICHUCALCO,"URBANO DE 05 NÚCLEOS BÁSICOS
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA004962,VIEJO NICAPA,5,NULL,PICHUCALCO,VIEJO NICAPA,"CASA DE SALUD
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA004986,CAMOAPITA 2A. SECCIÓN,5,NULL,PICHUCALCO,CAMOAPITA 2DA.SECCIÓN A (CENTRO),"UNIDAD MÓVIL
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA004991,AZUFRE 2A. SECCIÓN,5,NULL,PICHUCALCO,EL AZUFRE 2DA. SECCIÓN,"UNIDAD MÓVIL
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA005003,TECTUAPAN,5,NULL,PICHUCALCO,TECTUAPAN,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA005015,IGNACIO ZARAGOZA,5,NULL,PICHUCALCO,IGNACIO ZARAGOZA BAJO,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA005032,LAS BRISAS,8,NULL,PIJIJIAPAN,LAS BRISAS,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA005044,EL ROSARIO,8,NULL,PIJIJIAPAN,EL ROSARIO,"UNIDAD MÓVIL
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA005056,EL CARMEN,8,NULL,PIJIJIAPAN,EL CARMEN,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
